,DATE,REVIEW,star
143,2020-2-1,주관적으로 최악이네요 특히 현질유도.. 주의하지 않으면 실수로 버튼 누르고 현질할 가능성이 상당히 높은 게임이에요. 현질창이 계속 뜨는데 원터치 결재기때문.. 혹시 실수로 카드 결재하는 사람들을 노리고 게임만들었나요?,1
144,2018-10-26,최악 거지같은 편의성 뭐 제대로 설명해주는것도 없는 튜토리얼 게다가 끔찍한 발적화로 인한 렉 게임같지도 않은 내 인생 최악의 걍 쓰레기 세력10만 달성하면 만2천원 준다해서 꾹참고 4일동안이나 했는데 갑자기 보상이사라지는 양아치새끼들 진짜 이거 만든새끼 내앞에 있으면 칼로 찔러 죽임,1
145,2018-10-21,호기심에 시작은 했으나 머니를 사용하지않으면 성장할 수 없도록 만들었네요...슬프네요 몇달을 고생해서 키웠는데... 자원생산한계를 업글양에 턱없이 부족하게 만들어 머니사용않하면 불가합니다.,1
146,2020-9-2,진짜 별로.....석재는 매번 부족하고...현질유도 엄청해서 꼴보기싫고 카카오페이지 캐쉬 얻으려고 하는데 아직도 세력 20만달성은 못했고 진짜 못만든 게임...진짜 진짜 진짜 게임개발자 누구냐고 꿀밤 씨게 먹이고싶다. 너같음 이런게임에 현질하겠냐,1
147,2019-1-15,유료탬 결젱새서 한달동안 매일 10000골드씩 받고있었는데 또 유료결제추가하여 10000골드씩받는게 있는 아이템이었는데 이전꺼 20일정도남았는데 그건없어지고 왜 새로운거 30일거로 적용되어있고 이전거 다못받은건 어디갔나여? 중첩으로 하루 2만골드 들어와야되는거 아님?,3
148,2018-10-11,igawork의 에드팝콘과 tnk가 설치된 앱에서 설치 등 미션(레벨 10달성 등등)을 수행했는데도 정상적으로 1680 포인트를 받지못하였습니다. 지금 보니깐 저만 당한 것도 아니거같고 빠른 시일 내에 조치하주셨으면 좋겠습니다.,1
149,2018-11-17,제작님 광고게임이 더 재밌음. 초반에 너무 지루하고 할게 넘나 많음 ㅇㅇ 사람들은 단순한 게임을 좋아하지 이런건 누구나 하다 지루해서 삭제각인 게임임. 차라리 광고게임 나오면 바로 한다.,4
150,2019-7-26,현재 무과금으로 플레이 하고 있습니다. 무리한 과금 요소와 파이널 판타지 시리즈의 연관은 찾을 수도 없고 재미도 없습니다... 현질 안하면 진행이 안되는 게임입니다.,1
151,2019-9-3,돈을 써도 광고 엄청심하고 돈을 써도 값은 점점 비싸지고 순식간에 그돈 다날라가고 이벤트는 돈없으면 못하개 만들어놓고 하면 할수록 짜증나는 게임. 그 중 단언코 최고. 그거하나 인정한다.,1
152,2019-3-10,카카페에서 캐쉬준다고 해서 성채 10렙까지 올렸는데 캐쉬를 안주네요;;아 그리고 게임성도 심각하게 음..그냥 양산형 게임. 현질 안하면 게임의 노예마냥 플레이 해야하니 돈을 버리기 좋아하는 분들이 아니시라면 플레이 하지 마세요.그게 멘탈에 좋아요^^b,1
153,2020-1-18,하루에 광고가10번이상 나와요 혹시 조종하세요? 핸드폰을? 다른게임을 할수가 없어요.. 광고 안나오게 막아주시면 안돼나요 게임도 게임하라고 나오고 짜증나요. 광고좀 어캐 해주새요.,1
154,2019-2-12,아니 시 천만녹티스 두개 샀는데 난 왜 육만세력임ㅋㅋㅋㅋㅋㅋㅌ개 거지같네 환불같은건 없음? 환불좀 해줘요 ㅋㅋㅋ돈낭비에 내가산거 뭔지 확인하려하니까 다음엔 6만원 지르래 ㅋㅋ이렇게 현질유도하네요?. 이러니까 게임이 망하지 ㅋㅋ; 개 쓰레기 망겜인가요 ㅋㅋㅋ아니 화가 너무 나. 욕을 할수도없고;,1
155,2019-1-19,최악의 쓰레기게임. 결제하라는 메시지가 시도때도 없이 나오는 지금껏 본 설치한것중 최악.. 재미도 없는데 결제화면만 계속뜸.. 이런 게임이 있다는게 믿기지가 않음..,1
156,2019-1-4,"쓰레기 게임 얼마전까지 했던게임 이유 처음에는 할만함 레벨이16~18정도 그후부터는 다 돈들어가야 함 그리고 길드도 몆곳만 사람들이 있고 전부가 빈 길드고 고생하고 세월낭비 해서 포기하기가 좀 머할때쯤 쟁게임이란 명분아래 공격들어와서 만들어놓은 병사고 성체함정등등 다 망가지고 자원은 턱도없이 모자라서 돈질 안하면 연구 병사등 뽑질못함 좀강하다 한 애들은 전부 게임회사 직원들 카페에다 글 남기면 일반유저인척 하는 직원들이 전부 안좋은 글만 댓글로 남기고 길드원들도 모임갖으면서 돈쓰라고 전쟁부추기고 타 길드에도 좀쎈 사람들도 공격해서 ...
전체 리뷰",1
157,2019-8-18,식량이나 다른거 받기누루면 유료 결제하라 뭐라 그러고 훈련할때도 슬라임?공격하는데 1~2대 때리고 다시 한번 때리면 또 유료 화면뜨고 몇분했는데 발열도 너무 심하네요 그렇다고 제 폰이 싸구려도 아닌데 다른 게임이랑 다르게 화면이 엄청 빨리 뜨거워 지네요 이런 게임을 어떡게 하라는 겁니까,1
158,2018-10-7,최악중에 최악 렉 심하고 터치도 느리고 운영자님 뭐하세요 렉이 심한데 터치도 재대로 안되고 이런것은 다 고쳐져야죠 아님 게임을 중지 시키든가요 해결 해요 이런 것도 해결 안되면 진짜 인간아님 이거 진심 빡치는 사람 많아요,1
159,2019-2-2,"궁금한게 있는데요, 카카오페이지 캐쉬 받으려고 성채 10렙 찍었는데 그 이후에 계정 만들어서 로그인하면 캐쉬 지급이 안되나요? 제 상황입니다.",1
160,2019-10-4,원래 게스트로 플레이하다가 로그인을했다가 로그아웃한뒤 새계정으로 시작하기 버튼을 눌러 게임을 다시 시작했는데 일본버전으로 들어가진듯 하네요 갑자기 다른 친구들과는 다르게 1억mp를 주고 다크월드가 나오네요 다른폰으로 해봤는데 거기선 평범하게 나와요,1
161,2020-7-29,"이 게임을 접은지 벌써 1년이 넘었네요 현질 않고는 하루종일 노가다 돌려야합니다 현질 거의 없이 2년넘게 골병들정도로 노가다로 키우니 그나마 잘 키워서 성채6개를 50대렙으로 키웠고 저 혼자 폰 여러대로 계정 여러개 만들어서 토탈 30여개 이상의 성채를 보유했어요 렐름은 3군데에서 활동했었고요 성채 60렙 까지 찍으려 했는데 거기까지는 현질을 꼭해야만 되겠더라구요 그래서 유저들도 대다수가 떠나가고 질리기도 했고 과금하기 싫어서 접었어요 그래도 할건 다해보고 접었는데 나중에 드는 생각이 별다른 재미없고 허접한 이 게임을 왜 했는지 싶...
전체 리뷰",1
162,2020-8-24,이벤트 참여를 위해 이용함 개인적으로 이런식의 게임을 안좋아해서 너무 재미없었고 틈만나면 과금유도창이 떠서 정상적인 진행이 어려웠음 누르지도 않았는데 과금창 계속 뜸 얼마간 안보기 그런 선택지도 없음 다른 화면 넘어가는 와중에도 뜨고 끊임 없이 뜸,1
163,2018-9-26,"카카오페이지 성채 10레벨 이벤트 참여했는데 캐시 3,500원이 안들어옵니다. 분명 정확한 절차를 거쳤는데 무슨 오류인지 모르겠습니다. 확인부탁드립니다.",1
164,2018-12-27,안녕하세요 길드 몬스터 섬멸 이벤트 중 시간이 남았음에도 불구하고 길드이벤트에서 솔로 몬스터 섬멸 이벤트로 넘어가 버립니다. 제한시간은 그대로 가져가는 것을 보아 시스템상 오류인듯 합니다. 빠른시일내에 패치 및 관리 부탁드립니다. (렐름3157),1
165,2018-10-14,진짜 적당히좀 하시지.. 뭐 죄다 과금과금과금..아니 그래 과금 그렇게 받아먹엇으면 좀 제대로나 관리하지 렉은 왜이렇게 심하며 인벤정리도안돼고 상자하나 찾을려면 온갖 알들을 거쳐서 찾아야하니...진짜 렉이랑 인벤정리같은것좀 패치해요 만물상이야 무슨 아이템 삭제도 안되고 검색해서 아이템 찾는것도 하루이틀임 아 그리고 진짜ㅜ렉좀!!!!컴터로하는데도 렉 엄청심함,1
166,2018-10-8,이거 다 좋은데 오류 있어요 방금 찾은 건데 모든 자원 수집 속도 25% 올리는 거랑 한 자원만 수집 속도 25% 올리는 거 한 번에 썼거든요 한 쪽만 적용되는 거면 그냥 그런가보다 할텐데 렉인지 아예 수가 안 늘어나요 8ㅁ8,4
167,2019-5-20,캐시슬라이드에 소비자들 낚으려고 종료된 이벤트 계속 걸어놓고 그것때문에 엄청난 시간 투자해서 성채 15 만들었더니 종료된 이벤트라서 캐시 지급이 불가하다네요 이런 소비자들 우롱하는 기업은 망해야합니다 그리고 게임이 재미있으면 말도안합니다 정~말 재미없습니다,1
168,2018-10-22,카카오페이지.. 3500원보고 열심히 했는데 왜 안주는거에요??? 안주는건데 다들 낚인건가??주긴주는거에요?? 흠.. 석재때문에 암걸리뻔했는데 캐쉬까지 안주는건가..?제박 답좀.. 주세요ㅎㅎㅎㅎㅎㅎ,1
169,2020-1-31,이벤트로 5000원 준다해서 설치했는데. 예전 마피아키우기랑 인터페이스도 거의 같고 그냥 노잼. 못하겠다... UI도 불편하고 내취향 절대 아님.,1
170,2020-4-12,제가 원래하던 계정이 삭제 됐습니다. 이메일도 오지 않았습니다. 확인하라는 대로 했지만 없었습니다 달성을 했지만 아무것도 없었습니다 어떻게 하실거죠? 제가 하던게 왜 갑자기 사라지고 처음부터 시작하죠? 저는 아무것도 손대지 않았습니다 근데 삭제가 됐군요? 어떻게 설명 하실거죠? 그래도 나름 힘들게 달성했는데 삭제라니요ㅋㅋㅋ...진짜 어이가 없습니다 무슨 게임을 삭제했다고 계정이 날라갑니까? 어이가 없어도 정도껏 없어야죠...ㅋㅋㅋ 진짜 어이 없어서 글 적니다^^,1
171,2020-5-7,아니 영웅렙업이벤트 보상은 왜안들어와요. 다시 새로시작하면 끝난이벤트보상 들어와야되는데 아무것도 안들어오네. 엠피오지게 날리면서 점수올렸더니 장난치나 진짜. 순위표상자 하나받으려고 엠피 5000짜리를 열댓개날렸는데 장난???,1
172,2018-9-23,"카카오페이지에서 성채레벨 10달성하면 3500준데서 했더니 안주고 어느덧 이벤트는 3000준다고 바뀌어있는거보니 이벤트가 바뀐듯. 이건 뭐 사기수즌이네. 내 데이터와 노력, 시간이 아까움",1
173,2019-2-13,설치가 너무 오래 걸려요 그리고 게임이 설치가 되는건지 안되는건지... 몇번이고 오류만 나네요 분명히 설치는 됫다고 하는데요 오류 나서 들어가지도 못 하고 있는게 말이 되요??,1
174,2020-8-23,이건 게임이 아니다. 심심하면 랙이 기본. 심심하면 실행 중지. 심심하면 다운. 제국 방벽 끝나기 몇 시간 전에 게임 시작 불통. 한두번도 아니고 신고하면 딴소리. 이 게임은 돈먹는 하마. 이 게임 하지 마세요.,1
175,2018-9-30,진심 카카오페이지 땜에 어쩔수 없이 하는데 렉 진심 오지고 내가 하다하다 별 그지같은 겜은 첨보네 내가 지금 까지 아무리 심해도 댓은 안달았는데 진심 이건 도저히 가만히 있을수가 없네 이건 진심 겜도 아님 ㅇㄴ 진짜 이거 하면서 개빡침,1
176,2018-10-5,캐시슬라이드 포인트 저만 못받은게 아니었군요. 카카오페이지로 접속한분들은 달성 다음날 받던데.. 12월 말까지 이벤트라 내년 1월되서 주시려나요?,3
177,2019-2-16,리워드 받으려고 설치했는데 접속해서 리워드 조건 달성할때까지 한번에 쭉 플레이 안하면 해당 앱으로 돌아갔을때 이미 설치되어있다면서 리워드 안줌 ㅋㅋ 게임 자체도 파판이 먼상관인지 노잼...,1
178,2018-9-22,"현금유도 심해서 접었는데....지워버림..두번다신 안함.오류로 병력죽어서 개인문의해도 로봇같은 형식적인 답변만오고, 서비스엉망임.계정삭제요청도 오래걸리는게임..",1
179,2020-3-26,모든 건설 시간감소면 다 감소해야지 로열이나 신성은 왜 안되냐?? 장난하냐?? 팩으로 팔땐 모든건설 시간감소라 떴는데 왜적용이 안되는거냐??운영 x같이하네 환불해주던지 아님 적용시키던지 둘중하나를 하던지요 안되면 전액환불갑니다 장난하는것두 아니고,1
180,2019-1-28,"아, 짜증나서 삭제하려고 합니다. 세계공통서버 나쁘진 않습니다만 밤~새벽시간에 기습하고 대응도 안돼, 그리고 결재를 해야 높은 렙으로 올리게 되어 있는지 15레벨(주관적) 이상은 올리기 힘들고... 그냥 삭제하렵니다.",1
181,2018-10-9,친구랑 같이 하려했는데...제친구의 제국이 존재하지 않다더군요. 무슨 일초만에 제국하나가 멸망하나여? 무슨 이 따위 게임이 있죠? 친구추가도 안되고 길드초대도 안되고 그럴꺼면 왜이런 친구추가나 길드초대같은 버튼이 있나요? 이해가 안되서 그래요. 제가 이해할수있게 설명좀 해주실래요?,1
182,2019-8-23,핸드폰 겔럭시노트10으로 2019.8.23일 저녁때 바꿨는데 그동안 키워놨던 세력점수 5만점이 다되가는데 다 사라지고 새로 시작하는걸로 뜨악 세력점수 다 어디로 사라진거에요? 헐 이런 낭패가 세력점수 돌려주세요 골드구매창좀 그만뜨게 하면 안되나요 화면 오른쪽위쪽에 골드가 팡팡돌아가는데 만들어져 있는데 골드구매 창 너무 심하게 불편하네요,3
183,2018-10-2,"딱 망겜. 1. 발적화로인한 심각한 프레임드랍 2. 만들다만 에니메이트 3. 자원소모량을 따라갈수 없는 자원생산량 4. 자원채집량에 비례해서 기하급수적으로 증가하는 채집시간 5. 자원소모에 비해 부실한 퀘스트보상 6. 상대적으로 부실한 길드보상 7. 잦은 현질유도 팝업노출 프레임드랍을 떠나서 보통 이런게임은 건설시간과 다투는게 대부분이었는데, 이 게임은 건설시간 이전에 자원과 혈투하는 게임임 게임은 초반에 재미 붙여서 컨텐츠를 즐기고 나가야하는데 초반부터 자원에 허덕여 게임이 루즈해짐 그에 비해 옆동네 로드모바일은 1. 발열이 있지...
전체 리뷰",1
184,2020-7-24,"대부분의 과금유도 모바일게임이 그렇듯이 꾸준하게 과금안하면 가장 최근에 과금한 유저한테 밀림.. 2년간 1억 과금한 계정도 2년간 농사만 짓다가 가장 최근의 13만원짜리 팩 2개만 사도 1억 과금하고 최근 팩 안산 유저 쳐바를수 있음. 그래서 과금쭉 하던 분들이 과금을 더이상 못하게 되는 상황이 오면 자존심때문에 그냥 접어버리는데.. 문제는 이 게임은 국내 과금게임과는 달리 계정 거래가 전혀 안되는 게임이라(그럴수밖에 없는 게 무조건 가장 최근에 나온 팩 구매한 사람이 쳐발라버리는 게임이라 기존 몇천만원 억단위 과금이 가치가 없어져...
전체 리뷰",3
185,2018-10-22,카카오페이지 캐시준다 광고 후 정작 퀘스트 완료하니 안주는건 뭔지 그러곤 캐시슬라이드에서도 준다고 하고 있네요ㅋㅋ 이거 진짜 주는거 맞나요? 캐시로 유혹하고 사람끌고 모으기만하지 결국 배째라 같은데?ㅋㅋㅋ,1
186,2019-7-17,실행시마다 결제유도 팝업창 좀 그만 띄워라. 게임을 할 수가 없네. 종료버튼도 이제는 몇 초 뒤에 켜두냐? 플레이 방해는 안해야 현질을 하던 말던 할거 아냐.,1
187,2019-2-13,파이널판타지가 아니라 과금판타지임. 이건 렙 조금만 높아지면 과금 안하면 답이 없는 게임인듯. 골드부터 자원 다 부족함. 길드랑 길원 잘 만나야 도움받아 키울수 있음. 그것도 저렙일때 가능함.,1
188,2019-6-11,최악의 게임. 이걸 하느니 월드워라이징을 해라 앱이벤트로 세력10만 목표로 삼는거면 더더욱 월드라이징을 해라. 과금을 해도 빨리 달성못하게 막아놨음. 해봐야 시간낭비. 게임 렉도 심함 개적화 쩔음. 마지막으로 한마디 훈장1천개 실화냐 생각하면 할수록 족같네. 내가 다시는 파이널 판타지 하나봐라 절대 안한다 쓰레기ip에 쓰레기운영,1
189,2019-2-16,모든걸 과금으로 연결시는... 소과금 무과금러 없는 게임은 곧 망한다 유저들 돈빼먹을 궁리만하지 말고 재미있게 즐길수있게 만들면 수익은 당연히 따라온다 생각점하고 업뎃혀라...,1
190,2019-9-29,"나름 재미있기는 한데 뭔가 설명이 너무 부실하네요. 알아볼수 있는 곳도 없는거같고, 현질은 특수 시설이나 영웅 얻으려고 하는건가요? 골드는 자원이나 시간 버프 말고는 쓸모도 없고, 골드로 할수있는것도 너무 없는 거 같은데요? 게임 속에 더 보기 있는데 거기에 훈장들, 청사진들, 부화석, 각종 파편, 에센스, 등등 사용처를 확인하기 힘든 것들에 대한 설명을 좀 첨부해 줬으면 좋겠네요. 뭐는 과금을 해서 특수 시설을 개방하면 사용할 수있다 라던지 무기고에서 조합 제작하여 사용할 수 있는것은 뭐가 있다 라던지 등등의 설명을 해놓으면 보다...
전체 리뷰",4
191,2020-6-29,웹툰 코인 얻기 위해 시간 쪼개면서 세력 열심히 높였는데 보상이 안들어오네요? 뭐죠? 플레이어 능욕? 광고할거면 적립금 주는것도 제대로하세요. 광고는 좋게 하면서 적립금은 영... 사람 가지고 놉니까? 이런거면 광고 하지마세여.,1
192,2019-1-6,패키지 금액은 똑같은데 렙에 따라 보상자체가 틀리고 그마저도 패키지구입하면 추가혜택상자를 준다해놓고 주지도않네요 문의해도 너가틀리다라는 답변만오고 잘생각해보세요 시작하실분들은,1
193,2018-10-25,광고미션으로리워드받기가있어서해봤는데 못받았어요..지금까지의수고와노력을 생각하면 신고및소송까지 생각중입니다 빨리보상해주셨으면 좋겠습니다,2
194,2020-7-29,"나쁜 판매자 임 이유^^ 결제를 한후 오랬동안 꾸준히 했더니 점수가 상승 하다가~~~결제를 안 하니 게임을~~하면 할수록 점수가 상승 하는게 아니고~ 마이너스 됌 그래서 몇달후~결제 후~~지금 하는것 임 재미는 없고 건물을 각각 또 만들고 꾸준히 한국사람 이 운영하는게 아님 물론 환불도 안됌 재미도 없고 꾸준히 건물만 만들라고 하내요~~세력이 약80만 재미 없는 게임 후회 하는 게임☆광고는 재미 있을것 같지만 실지는~~ 무척 재미 없음 돈만 달라고 광고만 하고 환불은 안 되고~~재미도 없고 20만 세력이 면~~준다고 했는대~~ 안 ...
전체 리뷰",1
195,2019-3-4,네이버 광고보고 시작 했는데 힘들게 10 만 올려놔서 쿠키 받으러가니까 5일안에 올리는거네요? 말이되나요 이건 그냥 돈쓰라는 광고지ㅋㅋㅋ 노잼게임 정들어서 쿠키받고 계속 하려고 했는데 사기맞은 느낌이라 순삭 함 그냥 광고에 우리쪽 현질 하면 쿠키준다 하는게 어떠신지요? 그럼 사기 당한 기분이라도 없지..참나,1
196,2019-7-30,쿠키때문에 설치해서 3일만에 10만세력 달성함. 무과금으로 하니 시간이 좀 걸렸지만 함정설치하고 공성병기 무한으로 키우면 금방 됩니다. 탈퇴는 어플에서 문의하기 통해서 영어로 말하면 메일답변 옴.,2
197,2019-3-11,길드에 가입해서 골드 100을 받았는데..다시 들어와보니 없어진거 머죠?! 그리고 상자까서 골드 20 받았는데 그것도 안주네요... 카카오페이지 때문에 했는데 더이상은 못해먹겠네요..,1
198,2020-8-19,"카카오페이지 캐시 충전 광고에 성채레벨 10 달성 시 3,500캐시 지급된다는 글이 있기에 이벤트 참여했는데 3,500캐시 지급이 지연되고 있습니다. 타 사이트 광고는 캐시 지급이 지연된다고 해도 이렇게까지 오래 걸리지 않습니다. 다른 이용자분들도 캐시가 지급되지않았다는 점을 보아 사기까지 의심해 볼 여지는 충분하다고 여겨집니다. 이 점에 대한 캐시 지급과 보상 및 이벤트 내용의 정정을 요청합니다.",5
199,2021-1-8,어렵고복잡하지만 하다보면할만하네요,5
200,2020-2-29,네이버 웹툰 쿠키받을라고 깔았는데 흠....별생각이없네욘 솔직히 모바일겜하면서 이게임 광고도 겁나 본것같은데 광고가 겁나따분해서 그렁 광고만 아니였음 별4개까진 주었을것 같은데 네 구라고 광고가 좋았어도 별1개네요,1
201,2020-2-3,ㄹㅇ 이게 게임이냐 무슨 현질유도를 이따구로해 차라리 클오클을 하고말지 양심 어디갔냐 하 네이버 쿠키때문에 한건데 시간만 버리고 뭐하는거야 이게 아니 진짜로 무슨 이런게임이 있음 별점 낮은게 괜히 낮은게 아니었다 진짜 님들아 이 게임 하지 마삼 돈 쓰기도 아까움 그럴 가치가 있지도 않은데 돈 바라는건 오지네 별점 한개도 아깝다 하,1
202,2018-12-22,웹툰 쿠키 받으려고 다운 받았는데 세력 10만을 그것도 5일만에 만든다는게 정말 쉽지 않네요. 포기 ㅜㅜ 게임 좋아해서 웬만하면 쭉 하려 했는데 그래픽도 구리고 재미 없어서 도저히 못하겠어요. 삭제합니다~,1
203,2018-12-8,타 앱 캐시받으려 시작했는데 3일째에 조건달성하자마자 캐시잘들어왔음! 게임도 초반미션이 조금 지루해도 이후엔 가볍게 여러컨텐츠 해보는게 나름괜찮았음.,4
204,2018-10-15,진짜 최악의 게임임 뭐좀 해보려하면 현질하라고 팝업뜨고 현질유도가 심각하다못해 최악임 최신폰임에도 게임 반응 느리고 튜토리얼도 제대로 안되어있어서 업그레이드만 하다 나옴 어느정도 뭘 주고 부족한건 현질하라해야지 타게임 보석받으려고 설치했다가 뭣같아서 보석을 포기하고 탈퇴하기전에 후기남김,1
205,2020-4-1,몇번 구글에리뷰를 남겼는데 답이없어 서 이곳에 남깁니다. 최근 구매를 잘못하여 2번결재를 하였습니다. 환불요청드립니다.,2
206,2020-3-10,카카오페이지에서 4만세력 달성하면 3500캐시 준다길래 했지만 달성해도 캐시가 안왔습니다. 그래서 카카페한테 문의해서 2주정도 뒤에 겨우 캐시를 받았습니다. 받았으니 다행이지 여러 후기들보면 캐시를 잘 안 주는 것 같네요^^ 일처리를 조금만 더 빠릿하게 하시고 후기들을 잘 읽어보시길^^ 그래도 게임은 뭐 할 만했습니다.,2
207,2019-11-21,재밌긴한데 갑자기 약탈품 수치가 보고서에서 아무 숫자도 없네요. 한시간 전까지만 해도 보였는데 게임 오류인지 시스템이 그런건지,4
208,2020-7-12,3년 가까이 미친듯 이게임에 돋처바른 유저 입니다만 이게임 영자 가 유저 농락 하고 무시 하느거 빼면 아무것도 없느 게임 입니다.1500만원 들어간 계정 이랑 최근 30 들 어간 계정 이 동급 이되는 어마무시한 유저 농 락 게 임 진정한 쓰레기게임 인정입니다.,1
209,2018-10-23,그냥 건물짓는 게임인건가요? 성채 10레벨 달성했는데 카카오페이지 캐시가 안들어오네요... 엄청 오래걸렸는데ㅠㅠ 해결해주세요!,1
210,2018-11-17,아니 제작자님 이게임 너무누리고 퀄리티가너무 났네요 제가 이런 게임은 첨해봅니다........ 뭐라해야할지모르겟군요 일단 제작자님도 게임해보시고 댓글보세요 현질이너무뜨네요..사실이런말하기싫었는데 정말 최악에게임이네요.,1
211,2019-1-3,캐쉬 지급안된다는 분들...캐쉬 잘만 오던데요...성체 10 업그레이드 누르자 마자 옴...안 온 분들 아마 계정 연동 안하셔서 그럴 수도 있습니다. 카카오페이지 계정이랑 게임 계정이랑 같은 이메일로 연동하고 게임하세요. 퀘스트에도 계정연동하기 있었습니다.,4
212,2019-8-17,"2D그래픽, 컨트롤 없음, 퀘스트 없음, 아무것도 없음, 현질안하면 털릴수밖에 없는, 현질해도 털리는 게임 이런걸 겜이라고 만들었냐? 싶은 쓰레기",1
213,2018-10-20,캐시슬라이드 보고 성채10레벨 올리면3000캐쉬준다는거 리뷰보고 그래도 혹시나해서 했는데 역시나 안주네요!캐시슬라이드 주세요! 왜 안주시는데요?,1
214,2019-1-12,좀비고에서 80가스 준다고 해서 깔았는데 게임이 들어가지도 않네요 ㅋㅋㅋ 들어가면 꺼지고;; 그냥 게임을 하지 말라는거에요? 이러니까 망하지 에효.. 걍 서비스종료 해야된다 이건..,1
215,2020-8-30,갑자기 게임키면 로딩이 절반에서 멈추고 문제해결 누르면 로그인 이메일을 입력하라는데 그런거 한적도 없음 ㅡㅡ 걍 겜깔고 한건데 갑자기 다 날라가네 어이가 없네,1
216,2018-12-22,성채레벨을 10달성하면 카카오페이지에서 3500캐시를 준다길래 열심히 해봤는데 감감무소식이네요. 정말 어이가 없습니다. 빠른 대처부탁드립니다.,1
217,2018-11-30,카카오페이지 통해서 들어왔는데 성채10달성해도 캐시가 안들어오네요. 밑에 글 보니 저만 안받은것도 아닌것같고. 사기당한건가요?,1
218,2018-10-16,"게임이 오류도많고, 문의해도 같은답만 돌아옴. 재미있는것도 좋은길드만나야 재밌고, 한국게임이아니라 번역도 에효..",2
219,2019-1-30,재미는 있지만 아는사람이랑 같은 서버에서 하고싶어도 서버이동을 못하고 연동을 안했는데 삭제후 재설치해도 계속 그계정이라 불편합니다,3
220,2019-1-2,님들아 설치하기 전에 제발 리뷰확인 부터 해요 카카오페이지에 뜬 지 꽤 오래 된 것 같은데 아직도 캐시 안 준다는 리뷰가 많구만....괘씸하다 진짜 ㅋㅋㅋㅋ내리기라도 하던가 ㅋㅋㅋ,1
221,2019-10-26,아니 제데로 만드세요 일일 무료상자에서 열었는데 75골드가 나왔어요. 근데 골드를 보니 46골드에요. 렉이겠지하고 넘어갔는데 나중에또 깠는데 50골드가 나왔는데 없어요! 제 125골드 돌려주세욧!,2
222,2019-6-6,재미는있는데 조작 방법도 어렵고 보상이 휙득이 안돼는일도 더러일어나고있고 심지어는 골드가 갑자기 사라지기도 하네요;게선 부탁드립니다,2
223,2019-12-6,이 게임은 '절대' '파이널판타지' 시리즈중 하나가 아닙니다. 파이널판타지시리즈는 '스퀘어 에닉스'사가 만들었습니다. 그냥현질유도 많은 모방게임이라고 보시면 됩니다.,1
224,2020-3-17,점점 발전하고 국가형성하고 나름대로의 재미가 있으나 자원적인면에서 너무 딸리네요 물론 초반에 딸리는거야 발전이 안된상태라 이해하지만 석재는..어우 다른건 4개만지어도 괜찮은데 나머지 전부 석재로 해도 딸릴정도에요 너무 자원벨런스가 후덜덜해요,4
225,2019-10-3,현질 패키지가 한 페이지에 다 나와있었으면 좋겠어요 분류가 되어있으니까 찾기가 힘들어요 그리고 미션 때문에 이 게임 해놓고선 캐시가 안 들어온다는걸 왜 여기에 게시하냐? 이 게임 만드신 분들이 그걸 어떻게 알아,5
226,2019-10-26,옛날에하고 다시깔았는데 다른 사람 계정에 접속된듯합니다;; 이름은 이렇게 지은것같은데 저는 결코 20랩을 넘지는 않았거든요.. 제 계정을 다른사람이 한 것인지 제가 다른 사람 계정에 접속된것인지 정말.. 빠른 조치 부탁드려요,2
227,2019-3-1,게임의 완성도가 굉장히 높지만 렉과 관련 및 사소한 오류들이 있긴 합니다 그럴 땐 문의메일 보내면 해결해 주시니 감사할 따름입니다 그리고 팩 사신 초보분들께선 아이템 창에 들어가서 골드 확인해 보시길 바랍니다,5
228,2019-12-13,어떻게 쓰는건지도 모르겠고 자원유지가 넘 힘들어요...식량이 없어서 암 것도 못하고 있음; 광고 개많이 나오고 들어갈때마다가 기본 2개이상 연속뜸,2
229,2018-9-22,카키오페이지에서 10성체 달성하면 캐시를 준다고 해서 시작했습니다. 10성체를 달성했는데 캐시가 들어오지 않습니다. 문제를 해결해주세요.,5
230,2018-9-17,성채 레벨 10 다 찍었는데 받아지지도 않는데 그럴꺼면 거기에 왜 올려놨어요 다 배상 안해주시면 신고할께요 사람가지고 장난치는것도 아니고 게임이 재밌는것도 아니고 임팩트 전혀 없고 하는 내내 스트레스 받았는데 그 보상 받을려고 참고 쭉 했는데,1
231,2018-9-24,캐시 슬라이드 미션 성채 10레벨 달성하면 3000캐시 준다고해서 했는데 왜 안주나요? 어처구니 없네요 약속도 안지키는 이런 회사게임 절대 하지 마시길,1
232,2018-11-26,최악 내용도없고 돈만 결제하라는 터무니없는 사기꾼게임 . 돈좀 지르면 재미날줄알았는데 미친 . 욕나옴 스트레스해소하려다 더열받음 .,1
233,2020-8-13,세력 230000넘게 만들었는데 카카오 페이지 캐시 지급이 하루가 지나도 지급되어지지 않고 있어요. 다른분들은 1분도 안되서 지급되었다고 하는데요 무슨 문제인가요?,2
234,2019-4-1,게임 인터페이스가 굉장히 불편하고 각종그래픽이 조잡함에도 렉이 생긴다 쿠키이벤으로 왓다면 공략보고 10만세력 찍길 바란다 10만 찍고 쿠키가 안들어 왓다면 계정연동하길 바란다 10분?안에 들어온다,1
